Pipe Number,Date,Time,R1,R2,R3,R4,R5
P1,2026-05-13,11:56:24,39.77,43.52,35.71,40.75,42.81
P2,2026-05-13,11:56:24,42.63,43.75,42.35,44.5,39.51
P3,2026-05-13,11:56:24,41.96,35.36,38.1,37.66,37.32
P1,2026-05-13,11:56:56,41.65,35.74,43.1,38.01,36.55
P2,2026-05-13,11:56:56,42.1,44.29,41.86,43.18,36.88
P3,2026-05-13,11:56:56,38.71,39.99,35.69,41.22,44.0
P1,2026-05-13,11:57:28,41.63,38.01,41.66,41.91,35.43
P2,2026-05-13,11:57:28,36.13,44.27,39.27,36.75,44.49
P3,2026-05-13,11:57:28,36.84,39.78,38.2,43.23,40.63
P1,2026-05-13,11:58:00,36.55,36.56,39.67,41.41,38.76
P2,2026-05-13,11:58:00,41.86,41.23,39.21,39.36,36.32
P3,2026-05-13,11:58:00,37.39,40.03,44.96,36.42,40.5
P1,2026-05-13,11:58:32,39.2,38.52,43.49,44.09,39.48
P2,2026-05-13,11:58:32,39.82,43.98,40.86,36.69,44.01
P3,2026-05-13,11:58:32,37.89,35.05,43.63,36.2,42.29
P1,2026-05-13,11:59:05,38.01,37.84,40.9,40.3,42.33
P2,2026-05-13,11:59:05,36.55,43.04,42.27,35.46,38.23
P3,2026-05-13,11:59:05,39.0,37.28,37.13,36.13,40.54
P1,2026-05-13,11:59:37,35.2,42.21,44.16,42.41,35.72
P2,2026-05-13,11:59:37,39.87,42.42,41.11,42.17,39.25
P3,2026-05-13,11:59:37,42.39,42.18,43.84,39.77,36.83
P1,2026-05-13,12:00:09,36.54,38.28,41.3,36.35,35.85
P2,2026-05-13,12:00:09,43.92,39.92,35.53,38.74,43.85
P3,2026-05-13,12:00:09,41.29,40.09,41.21,43.51,40.03
P1,2026-05-13,12:00:41,36.82,40.57,41.21,43.67,40.71
P2,2026-05-13,12:00:41,40.58,35.49,43.25,35.54,41.12
P3,2026-05-13,12:00:41,40.76,35.47,40.79,36.85,43.16
P1,2026-05-13,12:01:13,43.49,35.92,42.08,35.52,35.73
P2,2026-05-13,12:01:13,36.83,38.34,44.42,35.15,44.16
P3,2026-05-13,12:01:13,35.94,40.17,43.3,37.92,39.71
P1,2026-05-13,12:01:45,43.08,39.59,43.41,36.26,37.15
P2,2026-05-13,12:01:45,39.41,43.68,37.77,35.92,42.23
P3,2026-05-13,12:01:45,40.56,44.13,37.68,40.26,36.91
P1,2026-05-13,12:02:17,43.27,36.56,37.59,35.11,35.78
P2,2026-05-13,12:02:17,35.85,39.81,36.93,44.36,36.54
P3,2026-05-13,12:02:17,42.13,40.11,36.84,42.09,36.74
P1,2026-05-13,12:02:49,36.55,37.48,40.56,40.07,39.23
P2,2026-05-13,12:02:49,44.41,43.28,40.63,38.8,42.53
P3,2026-05-13,12:02:49,42.6,37.75,37.64,44.66,36.46
P1,2026-05-13,12:03:21,43.33,40.46,37.33,36.14,37.42
P2,2026-05-13,12:03:21,35.85,41.98,35.47,39.93,41.75
P3,2026-05-13,12:03:21,42.51,40.91,38.83,38.41,38.87
P1,2026-05-13,12:03:53,42.15,37.3,44.56,44.78,39.26
P2,2026-05-13,12:03:53,40.22,35.27,42.36,43.06,42.22
P3,2026-05-13,12:03:53,44.57,38.57,35.22,43.28,40.24
P1,2026-05-13,12:04:25,42.98,35.9,44.79,38.6,36.71
P2,2026-05-13,12:04:25,37.08,42.79,35.35,35.62,36.62
P3,2026-05-13,12:04:25,41.12,36.79,35.02,41.79,40.06
P1,2026-05-13,12:04:57,36.68,35.03,42.61,37.8,38.84
P2,2026-05-13,12:04:57,36.79,44.0,42.78,42.15,44.62
P3,2026-05-13,12:04:57,42.09,44.78,42.8,41.79,39.71
P1,2026-05-13,12:05:30,36.32,35.92,39.62,43.06,43.71
P2,2026-05-13,12:05:30,39.91,43.22,43.94,41.09,41.34
P3,2026-05-13,12:05:30,35.03,39.76,41.64,40.01,38.12
P1,2026-05-13,12:06:02,42.05,37.08,37.9,43.09,41.98
P2,2026-05-13,12:06:02,44.05,38.12,44.02,44.39,35.55
P3,2026-05-13,12:06:02,43.84,40.28,37.02,42.3,38.68
P1,2026-05-13,12:06:34,37.38,38.07,36.27,42.86,35.69
P2,2026-05-13,12:06:34,40.32,38.65,43.34,40.1,36.05
P3,2026-05-13,12:06:34,43.3,40.31,41.64,44.63,38.64
P1,2026-05-13,12:07:06,39.08,43.26,39.53,43.94,39.92
P2,2026-05-13,12:07:06,39.43,36.37,44.89,36.61,36.26
P3,2026-05-13,12:07:06,37.2,39.87,37.74,40.06,41.9
P1,2026-05-13,12:07:38,35.43,36.72,35.47,39.79,36.19
P2,2026-05-13,12:07:38,43.5,40.43,36.53,39.28,36.44
P3,2026-05-13,12:07:38,38.1,41.76,36.18,43.21,35.94
P1,2026-05-13,12:08:10,38.57,42.82,37.9,39.33,42.69
P2,2026-05-13,12:08:10,35.01,39.92,41.57,35.41,38.0
P3,2026-05-13,12:08:10,36.67,35.41,44.22,44.02,39.28
P1,2026-05-13,12:08:42,41.48,43.41,42.61,40.88,42.56
P2,2026-05-13,12:08:42,43.25,38.75,36.11,39.36,37.57
P3,2026-05-13,12:08:42,44.99,38.19,41.23,37.88,41.59
P1,2026-05-13,12:09:14,35.61,40.67,39.67,41.87,40.39
P2,2026-05-13,12:09:14,44.21,36.56,43.74,37.72,35.45
P3,2026-05-13,12:09:14,40.58,44.54,36.27,39.16,35.44
P1,2026-05-13,12:09:46,41.26,37.5,43.94,42.4,39.19
P2,2026-05-13,12:09:46,41.98,37.1,43.08,42.22,42.91
P3,2026-05-13,12:09:46,35.49,44.33,36.97,42.3,37.77
P1,2026-05-13,12:10:18,37.64,36.89,42.53,39.03,37.21
P2,2026-05-13,12:10:18,36.25,43.58,41.81,37.15,38.4
P3,2026-05-13,12:10:18,41.73,40.47,38.28,38.36,41.96
P1,2026-05-13,12:10:50,43.23,35.84,37.99,35.91,38.93
P2,2026-05-13,12:10:50,38.21,39.21,41.32,35.93,40.25
P3,2026-05-13,12:10:50,43.2,42.19,41.53,44.02,40.96
P1,2026-05-13,12:11:22,38.95,36.59,39.56,39.91,40.13
P2,2026-05-13,12:11:22,44.17,38.45,35.55,42.09,40.89
P3,2026-05-13,12:11:22,35.78,41.81,43.05,39.29,37.35
P1,2026-05-13,12:11:54,38.08,38.75,43.95,40.01,43.45
P2,2026-05-13,12:11:54,40.61,38.21,35.26,36.32,43.84
P3,2026-05-13,12:11:54,43.22,41.35,43.07,42.79,36.23
P1,2026-05-13,12:12:27,42.88,41.63,41.25,36.35,37.88
P2,2026-05-13,12:12:27,37.8,36.26,40.12,43.08,36.21
P3,2026-05-13,12:12:27,36.15,37.69,39.78,36.2,35.85
P1,2026-05-13,12:12:59,40.13,38.22,41.19,42.74,39.94
P2,2026-05-13,12:12:59,41.35,40.5,40.94,40.63,39.06
P3,2026-05-13,12:12:59,40.35,40.96,36.28,40.36,42.04
P1,2026-05-13,12:13:31,35.43,37.14,35.66,37.88,39.29
P2,2026-05-13,12:13:31,37.53,43.89,37.72,42.31,40.05
P3,2026-05-13,12:13:31,36.74,43.69,41.03,42.59,44.54
P1,2026-05-13,12:14:03,36.11,35.4,38.87,38.52,39.88
P2,2026-05-13,12:14:03,38.1,44.54,41.63,40.53,40.01
P3,2026-05-13,12:14:03,36.65,43.61,36.83,35.05,35.92
P1,2026-05-13,12:14:35,37.72,43.54,41.48,44.29,38.01
P2,2026-05-13,12:14:35,41.19,44.09,38.33,37.37,37.57
P3,2026-05-13,12:14:35,36.9,38.77,41.25,38.66,40.13
P1,2026-05-13,12:15:07,35.47,43.98,40.53,39.23,42.39
P2,2026-05-13,12:15:07,41.87,39.84,36.87,44.66,41.88
P3,2026-05-13,12:15:07,36.5,37.6,42.34,37.71,39.28
P1,2026-05-13,12:15:39,35.63,44.38,37.41,41.26,38.09
P2,2026-05-13,12:15:39,43.91,44.26,37.03,42.29,38.65
P3,2026-05-13,12:15:39,41.99,44.89,38.37,36.52,37.53
P1,2026-05-13,12:16:11,37.61,42.07,38.39,40.88,41.36
P2,2026-05-13,12:16:11,36.58,41.72,39.9,43.53,43.16
P3,2026-05-13,12:16:11,38.29,42.85,38.05,36.22,38.71
P1,2026-05-13,12:16:43,43.34,43.34,38.28,41.58,36.53
P2,2026-05-13,12:16:43,37.62,37.11,37.86,37.7,43.08
P3,2026-05-13,12:16:43,36.78,43.76,43.39,36.69,38.48
P1,2026-05-13,12:17:15,39.45,35.27,43.54,36.23,41.57
P2,2026-05-13,12:17:15,42.82,44.66,39.29,44.12,39.27
P3,2026-05-13,12:17:15,42.9,39.82,42.61,37.65,36.41
P1,2026-05-13,12:17:47,35.28,42.49,43.57,40.39,35.06
P2,2026-05-13,12:17:47,40.69,36.52,38.46,37.67,37.64
P3,2026-05-13,12:17:47,43.86,42.41,43.66,43.78,40.58
P1,2026-05-13,12:18:19,42.36,38.75,36.89,43.55,42.62
P2,2026-05-13,12:18:19,35.57,35.88,38.96,37.99,42.45
P3,2026-05-13,12:18:19,44.77,36.73,38.39,35.29,39.89
P1,2026-05-13,12:18:52,36.79,44.05,38.85,43.09,39.05
P2,2026-05-13,12:18:52,36.93,40.16,42.32,42.89,35.6
P3,2026-05-13,12:18:52,41.82,37.74,41.33,38.41,36.02
P1,2026-05-13,12:19:24,37.12,37.29,44.32,35.12,39.06
P2,2026-05-13,12:19:24,44.53,41.56,38.11,36.13,43.52
P3,2026-05-13,12:19:24,37.99,37.96,44.22,43.25,37.07
P1,2026-05-13,12:19:56,42.97,39.75,40.98,36.98,41.78
P2,2026-05-13,12:19:56,36.86,42.0,39.9,37.9,37.17
P3,2026-05-13,12:19:56,35.35,36.25,35.02,43.44,35.98
P1,2026-05-13,12:20:28,43.14,42.74,42.84,40.32,42.3
P2,2026-05-13,12:20:28,35.42,42.99,43.58,38.75,40.79
P3,2026-05-13,12:20:28,41.04,38.21,38.88,44.07,38.4
P1,2026-05-13,12:21:00,36.71,38.67,44.12,43.61,39.97
P2,2026-05-13,12:21:00,42.77,35.12,36.4,43.37,43.14
P3,2026-05-13,12:21:00,43.56,38.77,39.21,35.78,42.65
P1,2026-05-13,12:21:32,43.11,44.14,40.63,37.42,41.18
P2,2026-05-13,12:21:32,36.29,37.38,44.33,41.25,43.05
P3,2026-05-13,12:21:32,40.85,36.11,41.28,40.75,41.83
P1,2026-05-13,12:22:04,43.32,36.65,37.08,44.46,38.89
P2,2026-05-13,12:22:04,43.68,35.6,39.3,42.79,44.23
P3,2026-05-13,12:22:04,43.37,44.88,41.9,39.69,42.04
P1,2026-05-13,12:22:36,39.93,40.65,42.73,36.04,41.24
P2,2026-05-13,12:22:36,42.2,37.68,39.17,37.02,38.71
P3,2026-05-13,12:22:36,36.3,43.24,41.44,38.79,39.98
P1,2026-05-13,12:23:08,37.23,39.6,44.54,39.55,43.41
P2,2026-05-13,12:23:08,37.86,40.54,43.91,43.26,37.84
P3,2026-05-13,12:23:08,39.59,38.4,44.18,42.84,35.16
P1,2026-05-13,12:23:40,44.7,41.43,44.19,44.87,37.88
P2,2026-05-13,12:23:40,44.45,35.97,39.88,40.38,42.81
P3,2026-05-13,12:23:40,41.55,38.41,35.15,44.65,35.1
P1,2026-05-13,12:24:13,37.04,40.18,39.17,43.85,44.7
P2,2026-05-13,12:24:13,39.6,40.53,43.34,35.75,37.44
P3,2026-05-13,12:24:13,35.68,44.1,41.94,38.15,37.19
P1,2026-05-13,12:24:45,43.26,43.98,39.53,35.22,37.28
P2,2026-05-13,12:24:45,44.82,43.99,39.38,38.25,37.19
P3,2026-05-13,12:24:45,37.75,39.59,43.57,41.75,41.93
P1,2026-05-13,12:25:17,39.08,36.81,42.34,37.46,42.45
P2,2026-05-13,12:25:17,41.31,37.22,35.97,41.49,36.34
P3,2026-05-13,12:25:17,35.42,43.18,43.15,38.02,39.24
P1,2026-05-13,12:25:49,41.27,36.53,38.05,43.64,44.24
P2,2026-05-13,12:25:49,35.93,36.06,44.85,36.7,42.71
P3,2026-05-13,12:25:49,35.3,37.8,39.06,35.02,41.13
P1,2026-05-13,12:26:22,43.11,41.25,42.09,43.13,39.28
P2,2026-05-13,12:26:22,42.87,42.55,40.54,44.89,42.35
P3,2026-05-13,12:26:22,39.52,40.65,37.51,35.37,36.25
P1,2026-05-13,12:26:54,44.56,36.98,40.99,38.26,40.97
P2,2026-05-13,12:26:54,39.31,41.2,43.42,44.51,40.87
P3,2026-05-13,12:26:54,37.21,37.75,35.26,41.18,41.11
P1,2026-05-13,12:27:26,37.31,43.61,35.2,39.66,41.46
P2,2026-05-13,12:27:26,40.3,43.31,40.59,36.62,43.38
P3,2026-05-13,12:27:26,40.79,35.76,40.39,37.74,43.0
P1,2026-05-13,12:27:58,42.21,37.29,44.68,38.21,42.55
P2,2026-05-13,12:27:58,39.55,39.16,40.27,36.04,42.67
P3,2026-05-13,12:27:58,37.47,44.12,42.1,36.19,40.29
P1,2026-05-13,12:28:30,39.24,44.56,40.1,36.99,39.11
P2,2026-05-13,12:28:30,42.05,43.02,39.92,35.97,36.36
P3,2026-05-13,12:28:30,35.67,37.09,43.83,42.42,41.37
P1,2026-05-13,12:29:02,38.58,40.65,36.45,39.05,39.82
P2,2026-05-13,12:29:02,36.07,40.06,35.05,43.76,39.87
P3,2026-05-13,12:29:02,44.96,44.68,43.17,39.09,39.21
P1,2026-05-13,12:29:34,41.13,41.87,38.29,38.24,39.16
P2,2026-05-13,12:29:34,36.59,44.77,38.51,41.26,44.8
P3,2026-05-13,12:29:34,41.75,41.6,44.76,44.54,35.94
P1,2026-05-13,12:30:06,40.68,36.96,38.38,36.31,40.62
P2,2026-05-13,12:30:06,37.17,44.83,35.66,37.2,35.07
P3,2026-05-13,12:30:06,39.42,37.77,39.64,42.56,44.24
P1,2026-05-13,12:30:38,36.03,44.54,44.28,35.61,39.56
P2,2026-05-13,12:30:38,41.85,42.18,39.05,44.95,35.45
P3,2026-05-13,12:30:38,43.2,41.08,43.62,43.16,38.81
P1,2026-05-13,12:31:10,43.28,35.8,36.89,41.29,38.95
P2,2026-05-13,12:31:10,39.7,42.75,36.06,44.45,43.97
P3,2026-05-13,12:31:10,40.72,44.21,37.29,38.21,44.0
P1,2026-05-13,12:31:43,40.87,40.83,42.11,36.37,38.46
P2,2026-05-13,12:31:43,43.63,38.63,35.59,37.91,35.25
P3,2026-05-13,12:31:43,38.76,39.13,40.39,36.22,41.64
P1,2026-05-13,12:32:15,40.96,38.19,42.58,44.77,38.39
P2,2026-05-13,12:32:15,36.99,35.0,37.83,44.83,44.28
P3,2026-05-13,12:32:15,35.5,41.81,41.5,42.41,43.67
P1,2026-05-13,12:32:47,40.32,43.98,44.83,42.98,39.01
P2,2026-05-13,12:32:47,44.42,41.53,43.87,42.92,43.6
P3,2026-05-13,12:32:47,44.28,42.06,39.81,36.0,36.29
P1,2026-05-13,12:33:19,38.57,36.07,41.65,44.01,36.39
P2,2026-05-13,12:33:19,41.06,41.18,37.02,39.38,38.17
P3,2026-05-13,12:33:19,40.59,38.08,36.57,41.36,42.16
P1,2026-05-13,12:33:51,44.83,38.74,39.14,41.25,37.37
P2,2026-05-13,12:33:51,40.5,41.36,38.53,38.95,43.91
P3,2026-05-13,12:33:51,35.08,43.49,38.2,40.12,35.08
P1,2026-05-13,12:34:24,35.31,39.35,37.31,41.32,36.58
P2,2026-05-13,12:34:24,37.87,38.7,44.46,44.46,36.43
P3,2026-05-13,12:34:24,38.15,38.22,42.9,44.31,43.6
P1,2026-05-13,12:34:56,36.15,38.35,37.52,37.34,44.56
P2,2026-05-13,12:34:56,44.09,44.2,35.0,36.49,39.26
P3,2026-05-13,12:34:56,38.9,39.24,42.03,41.61,36.96
P1,2026-05-13,12:35:28,44.05,37.17,44.57,39.83,39.66
P2,2026-05-13,12:35:28,35.51,41.56,39.69,42.38,42.91
P3,2026-05-13,12:35:28,44.9,36.65,44.2,38.51,44.02
P1,2026-05-13,12:36:00,41.27,44.92,36.01,36.84,37.65
P2,2026-05-13,12:36:00,37.1,39.31,40.5,35.63,44.14
P3,2026-05-13,12:36:00,41.7,42.0,38.17,42.58,42.08
P1,2026-05-13,12:36:32,40.39,39.22,38.51,35.23,37.49
P2,2026-05-13,12:36:32,41.02,37.07,35.73,43.57,38.59
P3,2026-05-13,12:36:32,40.03,43.37,38.39,40.47,37.76
P1,2026-05-13,12:37:04,43.75,35.63,44.42,44.86,40.5
P2,2026-05-13,12:37:04,39.09,38.97,36.58,40.27,41.08
P3,2026-05-13,12:37:04,40.37,39.58,43.5,40.12,40.95
P1,2026-05-13,12:37:37,39.04,44.72,40.0,39.05,36.51
P2,2026-05-13,12:37:37,40.94,41.73,36.92,40.92,37.86
P3,2026-05-13,12:37:37,43.67,40.59,44.66,40.18,44.9
P1,2026-05-13,12:38:09,42.4,37.99,37.81,44.86,36.82
P2,2026-05-13,12:38:09,37.56,36.79,35.99,36.28,39.8
P3,2026-05-13,12:38:09,39.42,37.77,42.78,41.69,35.58
P1,2026-05-13,12:38:41,39.2,39.04,40.52,41.78,36.46
P2,2026-05-13,12:38:41,41.69,39.93,38.99,44.64,43.48
P3,2026-05-13,12:38:41,40.39,38.38,43.1,37.1,35.01
P1,2026-05-13,12:39:13,36.14,44.17,35.34,44.84,36.09
P2,2026-05-13,12:39:13,37.72,40.09,35.5,41.01,44.49
P3,2026-05-13,12:39:13,35.41,43.18,40.5,39.54,37.31
P1,2026-05-13,12:39:45,39.65,43.83,44.29,43.02,39.07
P2,2026-05-13,12:39:45,42.14,42.18,40.37,42.37,44.05
P3,2026-05-13,12:39:45,44.12,43.96,37.91,43.81,44.57
P1,2026-05-13,12:40:17,35.74,38.58,35.17,42.11,41.75
P2,2026-05-13,12:40:17,36.51,36.43,43.09,35.87,43.38
P3,2026-05-13,12:40:17,35.98,44.88,36.8,41.02,42.69
P1,2026-05-13,12:40:49,38.33,40.83,41.89,41.44,43.79
P2,2026-05-13,12:40:49,37.25,41.33,43.93,38.1,35.59
P3,2026-05-13,12:40:49,35.79,41.51,43.29,38.49,42.17
P1,2026-05-13,12:41:22,35.68,43.84,39.01,38.7,41.23
P2,2026-05-13,12:41:22,36.6,35.4,44.52,37.25,40.2
P3,2026-05-13,12:41:22,35.82,36.5,39.45,39.41,40.13
P1,2026-05-13,12:41:54,37.58,41.49,36.43,35.5,40.41
P2,2026-05-13,12:41:54,43.68,38.94,35.18,44.97,42.89
P3,2026-05-13,12:41:54,35.06,44.69,41.97,44.64,38.84
P1,2026-05-13,12:42:26,37.97,44.05,42.47,40.98,40.74
P2,2026-05-13,12:42:26,42.17,39.32,38.14,42.15,37.15
P3,2026-05-13,12:42:26,39.36,44.17,41.71,41.35,42.52
P1,2026-05-13,12:42:58,44.26,38.48,40.51,41.69,40.65
P2,2026-05-13,12:42:58,35.09,41.14,41.15,36.79,41.8
P3,2026-05-13,12:42:58,36.55,44.52,43.84,37.09,42.24
P1,2026-05-13,12:43:31,44.16,36.46,39.03,36.89,40.84
P2,2026-05-13,12:43:31,38.29,41.41,36.64,42.36,35.3
P3,2026-05-13,12:43:31,37.22,44.27,38.47,38.64,35.56
P1,2026-05-13,12:44:03,40.07,44.18,39.23,43.35,35.97
P2,2026-05-13,12:44:03,40.74,35.2,44.16,38.79,43.88
P3,2026-05-13,12:44:03,36.22,43.08,37.48,44.43,40.28
P1,2026-05-13,12:44:35,38.69,37.58,40.86,35.52,38.65
P2,2026-05-13,12:44:35,37.27,42.23,41.08,42.12,35.96
P3,2026-05-13,12:44:35,41.76,43.22,38.19,42.43,39.76
P1,2026-05-13,12:45:07,40.35,44.11,40.85,40.93,42.17
P2,2026-05-13,12:45:07,39.47,39.5,38.63,35.37,43.22
P3,2026-05-13,12:45:07,35.85,37.68,37.37,39.5,38.32
P1,2026-05-13,12:45:39,40.82,41.24,40.08,43.01,36.76
P2,2026-05-13,12:45:39,37.27,39.88,41.78,37.79,39.03
P3,2026-05-13,12:45:39,43.6,40.78,44.23,38.62,36.79
P1,2026-05-13,12:46:12,44.04,40.49,39.35,36.79,35.14
P2,2026-05-13,12:46:12,44.0,40.43,36.1,43.52,41.73
P3,2026-05-13,12:46:12,42.78,42.78,43.79,40.18,43.68
P1,2026-05-13,12:46:44,44.8,39.07,43.06,37.8,44.48
P2,2026-05-13,12:46:44,39.28,35.35,40.34,37.27,41.55
P3,2026-05-13,12:46:44,37.94,43.37,37.7,36.49,36.83
P1,2026-05-13,12:47:16,40.06,42.66,38.25,42.46,40.19
P2,2026-05-13,12:47:16,41.96,37.6,44.27,35.87,36.51
P3,2026-05-13,12:47:16,39.98,38.3,39.17,39.74,37.86
P1,2026-05-13,12:47:48,44.17,37.33,43.08,40.21,39.6
P2,2026-05-13,12:47:48,42.43,41.77,35.35,42.72,42.47
P3,2026-05-13,12:47:48,35.73,35.05,38.89,38.27,43.05
P1,2026-05-13,12:48:20,38.03,42.95,37.33,35.96,38.56
P2,2026-05-13,12:48:20,37.04,41.02,35.64,40.62,36.77
P3,2026-05-13,12:48:20,42.57,43.02,35.97,38.25,38.4
P1,2026-05-13,12:48:53,44.17,38.82,40.89,37.42,35.79
P2,2026-05-13,12:48:53,36.16,43.19,35.22,39.68,44.11
P3,2026-05-13,12:48:53,40.51,36.63,44.63,44.41,36.96
P1,2026-05-13,12:49:25,42.8,36.06,43.9,41.2,38.0
P2,2026-05-13,12:49:25,44.53,41.36,41.87,39.18,42.72
P3,2026-05-13,12:49:25,44.83,40.53,41.93,37.17,39.53
P1,2026-05-13,12:49:57,35.84,40.3,38.81,35.49,38.77
P2,2026-05-13,12:49:57,36.86,40.39,41.93,42.96,44.35
P3,2026-05-13,12:49:57,44.98,37.06,44.74,42.07,44.38
P1,2026-05-13,12:50:29,36.36,44.14,40.05,43.83,36.89
P2,2026-05-13,12:50:29,36.32,36.89,36.8,36.96,37.55
P3,2026-05-13,12:50:29,42.52,44.3,39.87,40.72,44.03
P1,2026-05-13,12:51:01,43.35,38.8,38.43,41.93,42.98
P2,2026-05-13,12:51:01,36.65,42.21,39.2,40.14,38.71
P3,2026-05-13,12:51:01,43.75,43.8,43.28,43.12,41.86
P1,2026-05-13,12:51:34,38.99,39.28,41.3,35.11,39.3
P2,2026-05-13,12:51:34,42.43,39.82,36.89,41.44,44.87
P3,2026-05-13,12:51:34,36.35,36.03,41.62,37.44,36.06
P1,2026-05-13,12:52:06,37.88,38.79,36.82,37.34,36.33
P2,2026-05-13,12:52:06,43.23,40.9,41.31,44.1,41.52
P3,2026-05-13,12:52:06,38.6,40.16,43.94,43.94,39.97
P1,2026-05-13,12:52:38,37.77,41.86,42.33,38.8,35.96
P2,2026-05-13,12:52:38,40.91,38.11,36.53,41.12,36.24
P3,2026-05-13,12:52:38,42.47,44.93,35.7,40.0,41.49
P1,2026-05-13,12:53:10,40.44,39.24,39.96,41.81,37.32
P2,2026-05-13,12:53:10,44.5,36.29,43.88,42.94,43.77
P3,2026-05-13,12:53:10,36.75,43.02,44.08,39.44,39.29
P1,2026-05-13,12:53:43,43.79,43.45,36.77,44.94,38.28
P2,2026-05-13,12:53:43,41.48,42.53,41.93,38.17,44.86
P3,2026-05-13,12:53:43,37.69,42.49,35.98,39.5,42.47
P1,2026-05-13,12:54:15,40.51,39.88,43.76,39.21,44.84
P2,2026-05-13,12:54:15,41.52,37.97,38.8,39.43,44.67
P3,2026-05-13,12:54:15,37.3,40.49,38.6,43.36,38.64
P1,2026-05-13,12:54:47,36.82,38.57,41.51,42.64,43.34
P2,2026-05-13,12:54:47,44.55,35.82,37.48,42.42,36.09
P3,2026-05-13,12:54:47,35.52,40.38,44.68,35.24,42.14
P1,2026-05-13,12:55:19,36.11,39.24,37.34,35.3,43.06
P2,2026-05-13,12:55:19,35.37,36.53,43.56,38.69,39.3
P3,2026-05-13,12:55:19,37.52,37.92,39.06,37.71,44.46
P1,2026-05-13,12:55:51,38.5,44.01,39.66,37.41,41.02
P2,2026-05-13,12:55:51,39.55,40.69,41.99,40.92,39.0
P3,2026-05-13,12:55:51,36.51,36.69,42.67,44.89,44.08
P1,2026-05-13,12:56:23,38.44,38.58,41.72,37.87,41.26
P2,2026-05-13,12:56:23,42.48,43.95,40.25,41.54,42.87
P3,2026-05-13,12:56:23,37.35,40.91,40.34,37.92,35.2
P1,2026-05-13,12:56:56,37.81,44.67,39.8,44.53,39.8
P2,2026-05-13,12:56:56,43.91,36.18,39.77,40.46,39.13
P3,2026-05-13,12:56:56,42.45,38.68,40.29,42.92,41.95
P1,2026-05-13,12:57:28,41.86,42.01,35.39,38.34,37.91
P2,2026-05-13,12:57:28,36.62,44.85,44.68,42.61,38.55
P3,2026-05-13,12:57:28,44.5,44.21,42.98,35.49,36.79
P1,2026-05-13,12:58:00,41.11,40.06,40.6,38.68,42.74
P2,2026-05-13,12:58:00,40.99,43.86,40.25,37.93,38.27
P3,2026-05-13,12:58:00,36.93,38.5,38.76,42.95,42.31
P1,2026-05-13,12:58:32,44.13,41.87,35.73,40.4,42.41
P2,2026-05-13,12:58:32,35.71,38.17,43.08,38.48,44.01
P3,2026-05-13,12:58:32,36.56,36.06,40.37,40.0,44.09
P1,2026-05-13,12:59:04,43.88,41.47,44.83,38.76,39.68
P2,2026-05-13,12:59:04,39.64,42.9,38.44,39.0,44.98
P3,2026-05-13,12:59:04,35.35,41.57,41.94,43.33,38.69
P1,2026-05-13,12:59:36,43.41,36.4,38.83,42.93,35.42
P2,2026-05-13,12:59:36,40.55,44.12,39.43,42.58,43.61
P3,2026-05-13,12:59:36,39.99,41.85,44.85,44.92,36.79
P1,2026-05-13,13:00:08,41.77,44.06,36.27,42.45,37.44
P2,2026-05-13,13:00:08,41.88,37.36,43.84,41.0,39.35
P3,2026-05-13,13:00:08,44.99,41.09,35.88,38.77,42.38
P1,2026-05-13,13:00:40,35.28,36.03,39.79,38.25,41.27
P2,2026-05-13,13:00:40,41.31,39.89,37.03,42.66,39.97
P3,2026-05-13,13:00:40,40.4,37.45,41.57,37.04,38.15
P1,2026-05-13,13:01:13,35.96,43.07,37.03,43.36,40.04
P2,2026-05-13,13:01:13,43.29,35.39,44.87,42.48,38.47
P3,2026-05-13,13:01:13,38.09,44.15,39.8,40.1,37.3
P1,2026-05-13,13:01:45,35.36,40.65,40.45,35.97,36.08
P2,2026-05-13,13:01:45,41.11,40.53,40.41,44.81,37.03
P3,2026-05-13,13:01:45,44.59,40.91,36.86,44.08,36.91
P1,2026-05-13,13:02:17,44.59,43.42,36.22,42.31,42.14
P2,2026-05-13,13:02:17,43.64,44.26,44.77,44.07,42.68
P3,2026-05-13,13:02:17,39.35,39.85,39.51,40.88,35.31
P1,2026-05-13,13:02:49,43.03,40.25,37.23,44.04,37.2
P2,2026-05-13,13:02:49,42.1,44.03,40.04,44.64,39.09
P3,2026-05-13,13:02:49,38.17,40.07,40.31,36.31,37.05
P1,2026-05-13,13:03:21,36.82,36.32,42.41,36.55,43.32
P2,2026-05-13,13:03:21,41.76,44.88,39.68,44.82,41.55
P3,2026-05-13,13:03:21,40.81,42.79,36.68,43.41,43.64
P1,2026-05-13,13:03:53,40.03,42.21,40.65,41.17,39.72
P2,2026-05-13,13:03:53,35.01,44.47,44.26,44.3,37.75
P3,2026-05-13,13:03:53,36.35,43.52,36.84,44.82,39.85
P1,2026-05-13,13:04:25,43.32,39.2,42.46,42.64,43.17
P2,2026-05-13,13:04:25,37.02,37.55,40.81,44.08,40.91
P3,2026-05-13,13:04:25,36.99,38.62,38.47,44.17,42.1
P1,2026-05-13,13:04:57,44.55,38.74,41.97,35.25,44.63
P2,2026-05-13,13:04:57,42.27,41.5,40.3,35.28,38.29
P3,2026-05-13,13:04:57,44.07,44.36,38.93,35.41,39.69
P1,2026-05-13,13:05:29,43.59,43.99,40.28,36.85,44.5
